Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
o	o	U	Manange	192	tzomliŋ;pokto;ʃoŋ;kjamtso_naŋ_sʌliŋ;2kju_1a-tsaŋ-pʌ_1mo_1mu	U+006F
^o	o	U	Manange	1	oi	U+005E U+006F
o$	o	U	Manange	94	pokto;2kju_1tsʰo;1tsʰo;3mo;4lo	U+006F U+0024
õ$	õ	U	Manange	1	1kõ	U+00F5 U+0024
w	w	W	Manange	4	pʌriwʌr;sʌ_tʌwʌ;tawa;hawa_tʃansa	U+0077
^w	w	W	Manange	2	we_1kʰʌ;wo_1lʌ	U+005E U+0077
u	u	Y	Manange	207	pjuma;kjuŋ;2kju_tsʰe;samundra;2kju_1a-tsaŋ-pʌ_1mo_1mu	U+0075
^u	u	Y	Manange	1	ukpʌ	U+005E U+0075
u$	u	Y	Manange	87	2u;2kju;2kju_1a-tsaŋ-pʌ_1mo_1mu;maʃaŋ_2kju;3mo_tʌʃʌr_4ju	U+0075 U+0024
ũ$	ũ	Y	Manange	1	2kũ	U+0169 U+0024
-	+	_	Manange	79	2kju_1a-tsaŋ-pʌ_1mo_1mu;2kju_1a-tsaŋ-pʌ_1mo_1mu;3mo_putul_njut-si;labul_1kʰʌ-tsi;toŋ_sol-pʌ	U+002D
=	+	_	Manange	28	3naraŋ_1ale=ko;3naraŋ_2tsame=ko;kʰeta_tsʰo_3mi=ko;3naŋ_2mʷi=ko;1kʰʌr=ko_2mor	U+003D
_	_	_	Manange	331	kjamtso_naŋ_sʌliŋ;kjamtso_naŋ_sʌliŋ;1sʌ_tsʰe;2kju_tsʰe;2kju_1a-tsaŋ-pʌ_1mo_1mu	U+005F
^=	+	_	Manange	3	=ri;=juŋ;=ri	U+005E U+003D
kk	k k	K K	Manange	1	tʰikka	U+006B U+006B
^lh	l h	L H	Manange	1	lho	U+005E U+006C U+0068
ls	l s	L S	Manange	1	sʌ_pʌlsʌŋ	U+006C U+0073
ns	n s	N S	Manange	1	hawa_tʃansa	U+006E U+0073
nʃ	n ʃ	N S	Manange	1	tenʃi	U+006E U+0283
ŋʃ	ŋ ʃ	N S	Manange	1	laŋʃe	U+014B U+0283
pʃ	p ʃ	P S	Manange	2	kopʃi;kopʃi	U+0070 U+0283
rʃ	r ʃ	R S	Manange	2	korʃo;kurʃiŋ	U+0072 U+0283
rw	r w	R W	Manange	1	tarwʌl	U+0072 U+0077
tt	t t	T T	Manange	4	kutti;2kʌtti_1lʌ;2pʰuŋ_2kʌtti;2kʌtti_tʰʌ-pʌ	U+0074 U+0074
ws	w s	W S	Manange	1	mewsʌm	U+0077 U+0073
