Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
e$	e	timpre, be	Zinacantán Tzotzil	26	e $
g	g	lugar, lagrio	Zinacantán Tzotzil	3	g
h	h	shokon vinahel, tohol	Zinacantán Tzotzil	74	h
j	ħ	japajtik, 7uch'bajel	Zinacantán Tzotzil	8	j
^h	h	hik’av, hobel	Zinacantán Tzotzil	85	^ h
^j	ħ	japajtik, jotzobil	Zinacantán Tzotzil	6	^ j
^p	pʰ	pas, patil	Zinacantán Tzotzil	106	^ p
ch	tʃʰ	k’u cha7al, be ch’ich’elil	Zinacantán Tzotzil	101	c h
h$	h	chih, boh	Zinacantán Tzotzil	70	h $
j$	ħ	nopoj, keplej	Zinacantán Tzotzil	5	j $
t$	tʰ	bat, 7ut	Zinacantán Tzotzil	41	t $
tz	tsʰ	tzotz, meltzan	Zinacantán Tzotzil	100	t z
^ch	tʃʰ	chon, chih	Zinacantán Tzotzil	119	^ c h
^tz	tsʰ				^ t z
ch$	tʃʰ	chuch, vevech	Zinacantán Tzotzil	15	c h $
sh$	sʰ	yosh, 7ich’ ta k’ush	Zinacantán Tzotzil	22	s h $
tz$	tsʰ	tzotz, totz	Zinacantán Tzotzil	12	t z $
i	i	ni7il, chi7ilil	Zinacantán Tzotzil	557	i
i$	i	7a7i, tak’i	Zinacantán Tzotzil	24	i $
y	j	toyol, kaya	Zinacantán Tzotzil	45	y
^y	j	yosh, yem ba	Zinacantán Tzotzil	24	^ y
y$	j	tzakob choy, muy	Zinacantán Tzotzil	23	y $
k	k	k’ok’, 7ak’ob k’ok’	Zinacantán Tzotzil	343	k
^k	k	k’ok’, k’ak’al	Zinacantán Tzotzil	150	^ k
k$	k	chauk, sak	Zinacantán Tzotzil	76	k $
l	l	meltzan, mulilal k’op	Zinacantán Tzotzil	255	l
^l	l	li7, lus	Zinacantán Tzotzil	61	^ l
l$	l	satil, k’ak’al	Zinacantán Tzotzil	393	l $
m	m	momil, balamil	Zinacantán Tzotzil	102	m
^m	m	meltzan, momil	Zinacantán Tzotzil	100	^ m
m$	m	tam, hom	Zinacantán Tzotzil	37	m $
n	n	shokon vinahel, 7unen	Zinacantán Tzotzil	215	n
^n	n	na7, nab	Zinacantán Tzotzil	88	^ n
n$	n	chon, k’un	Zinacantán Tzotzil	151	n $
o	o	k’ok’, 7okol	Zinacantán Tzotzil	526	o
o$	o	buro, tyempo	Zinacantán Tzotzil	82	o $
p	p	k’opoh, hposhtavaneh	Zinacantán Tzotzil	78	p
p$	p	k’op, nop	Zinacantán Tzotzil	22	p $
r	ɾ	7ora, pas preva	Zinacantán Tzotzil	98	r
^r	ɾ	rosa, rosa p’in	Zinacantán Tzotzil	12	^ r
r$	r	lo*ktor, lugar	Zinacantán Tzotzil	2	r $
s	s	7osil, rosa	Zinacantán Tzotzil	77	s
^s	s	satil, sak	Zinacantán Tzotzil	52	^ s
s$	s	pas, lus	Zinacantán Tzotzil	37	s $
t	t	muk’ta totil, satil	Zinacantán Tzotzil	285	t
^t	t	tam, tak’i	Zinacantán Tzotzil	184	^ t
u	u	k’un, k’usuk 7u7un	Zinacantán Tzotzil	347	u
u$	u	7u, kuchilu	Zinacantán Tzotzil	20	u $
v	v	7avan, hposhtavaneh	Zinacantán Tzotzil	73	v
^v	v	vun, vo7	Zinacantán Tzotzil	71	^ v
v$	v	hik’av, pohov	Zinacantán Tzotzil	16	v $
^w	w	wey	Zinacantán Tzotzil	1	^ w
bw	ɓʷ	7ak’ bwelta	Zinacantán Tzotzil	2	b w
kw	kʷ	pas kwenta	Zinacantán Tzotzil	1	k w
^hw	hʷ	hweves	Zinacantán Tzotzil	1	^ h w
^kw	kʷ	kwenta	Zinacantán Tzotzil	1	^ k w
^pw	pʷ	pwersa	Zinacantán Tzotzil	1	^ p w
a’	a ʔ				a \u2019
bh	ɓ h	chabhe	Zinacantán Tzotzil	1	b h
ks	k s	puksat balamil, 7inteksyon	Zinacantán Tzotzil	2	k s
lh	l h	volhe	Zinacantán Tzotzil	1	l h
nsh	n ʃ	konsha	Zinacantán Tzotzil	1	n s h
nh	n h	sakil tranhero 7isak’	Zinacantán Tzotzil	1	n h
ns	n s	lansa	Zinacantán Tzotzil	1	n s
o*	o ́/o				o *
ps	p s	sipson	Zinacantán Tzotzil	1	p s
rs	ɾ s	pwersa, karsa	Zinacantán Tzotzil	3	r s
u’	u ʔ				u \u2019
u*	u ́/u				u *
bb	ɓ + ɓ	k’elobbail	Zinacantán Tzotzil	1	b b
ts	t + s	setset	Zinacantán Tzotzil	1	t s
