Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
r	ɾ	wagra, kara	Imbabura Quechua	237	r
r$	ɾ	tilar, tambur	Imbabura Quechua	9	r $
s	s	kaspi, aspina	Imbabura Quechua	94	s
^s	s	sina, sillu	Imbabura Quechua	67	^ s
s$	s	añas, alas	Imbabura Quechua	28	s $
ts	ts	bitsijana, kintsilgu	Imbabura Quechua	11	t s
^ts	ts	tsiya, tsini	Imbabura Quechua	3	^ t s
t	t	jatun, mutijina	Imbabura Quechua	181	t
^t	t	tiya, tabaku	Imbabura Quechua	74	^ t
u	u	kutuk rumi, kuchuna	Imbabura Quechua	526	u
ú	ú/u	fúsfuru, tilibisyún	Imbabura Quechua	4	\xfa
^u	u	uchilla, utuju	Imbabura Quechua	49	^ u
u$	u	kiru, rasu	Imbabura Quechua	198	u $
w	w	wawachina, ruku wawki	Imbabura Quechua	50	w
^w	w	wagra, wañuchina	Imbabura Quechua	50	^ w
j	x	mutijina, bitsijana	Imbabura Quechua	59	j
^j	x	jatun, jirru	Imbabura Quechua	46	^ j
j$	x	yuraj, chushij	Imbabura Quechua	7	j $
z	z	iglizya, azadun	Imbabura Quechua	22	z
^r	ʐ	raka, rasu	Imbabura Quechua	37	^ r
^z	z	zunfa, zambu	Imbabura Quechua	4	^ z
rr	ʐ	jirru, sirruchu	Imbabura Quechua	9	r r
fs	ɸ s	chafsina	Imbabura Quechua	1	f s
ng	ŋ g				n g
nk	ŋ g				n k
nr	ŋ ɾ				n r
^shw	ʃ w	shwiter	Imbabura Quechua	1	^ s h w
^dw	d w	dwindi	Imbabura Quechua	1	^ d w
ks	k s	tuksina, wiksa	Imbabura Quechua	2	k s
^kw	k w	kwinta, kwadradu	Imbabura Quechua	2	^ k w
ls	l s	bulsiku	Imbabura Quechua	1	l s
mp	m b				m p
np	m b				n p
ms	m s	kimsa, kimsaniki	Imbabura Quechua	3	m s
nch	n dʒ				n c h
nt	n d				n t
ns	n s	sinsil, gansu	Imbabura Quechua	2	n s
nts	n dz				n t s
ps	p s	tipsina	Imbabura Quechua	1	p s
pw	p w	impwesto	Imbabura Quechua	1	p w
rs	ɾ s	garsa, sarsillu	Imbabura Quechua	4	r s
rw	r w	trwinu	Imbabura Quechua	1	r w
sw	s w	aswila	Imbabura Quechua	1	s w
^sw	s w	swidrus, swiltu	Imbabura Quechua	2	^ s w
^tw	t w	twalla	Imbabura Quechua	1	^ t w
ws	w s	kawsana, kawsay	Imbabura Quechua	4	w s
jsh	x ʃ	ujsha wasi, ujsha	Imbabura Quechua	6	j s h
js	x s	bijsayuk, sijsi	Imbabura Quechua	3	j s
^jw	x w	jwis, jwibes	Imbabura Quechua	3	^ j w
^rw	ʐ w	rwida, rwana	Imbabura Quechua	2	^ r w
