Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
xs	x s	G S	Tarifiyt Berber	3	ssəxsi;ŧixsi;ŧaxsašŧ	U+0078 U+0073
xs$	x s	G S	Tarifiyt Berber	3	bua’xs;əxs;əxs	U+0078 U+0073 U+0024
^xs’	x sˤ	G S		1	xs’ā	U+005E U+0078 U+0073 U+2019
ħs	ħ s	H S	Tarifiyt Berber	2	řeħsaƀ;řəħsađ	U+0127 U+0073
^ħs	ħ s	H S	Tarifiyt Berber	2	ħsā;ħsəƀ	U+005E U+0127 U+0073
hw	h w	H W	Tarifiyt Berber	1	řqəhwa	U+0068 U+0077
^hw	h w	H W	Tarifiyt Berber	3	hwəř;hwa;hwən	U+005E U+0068 U+0077
qs	q s	K S	Tarifiyt Berber	2	ssəqsa;ŧaqsəfŧ	U+0071 U+0073
^qs	q s	K S	Tarifiyt Berber	2	qsəħ;qsəħ	U+005E U+0071 U+0073
qs’	q sˤ	K S		1	řməqs’ā	U+0071 U+0073 U+2019
^lh	l h	L H	Tarifiyt Berber	1	lhawa	U+005E U+006C U+0068
^lw	l w	L W	Tarifiyt Berber	3	lwaliđin;lwəlda;lwaziř	U+005E U+006C U+0077
ms	m s	M S	Tarifiyt Berber	2	ttimsaħ;xəmsa	U+006D U+0073
^ms	m s	M S	Tarifiyt Berber	2	msəřqa;msəħ	U+005E U+006D U+0073
^nh	n h	N H	Tarifiyt Berber	2	nhəzz;nhā	U+005E U+006E U+0068
ns	n s	N S	Tarifiyt Berber	4	ssənsřəŧ;amənsi;ssənsřəŧ;lansa	U+006E U+0073
ns’	n sˤ	N S		2	řʕuns’ā;pins’ā	U+006E U+0073 U+2019
^ns’	n sˤ	N S		2	ns’əđ’;ns’əř	U+005E U+006E U+0073 U+2019
nw	n w	N W	Tarifiyt Berber	2	anwař;ŧanwač	U+006E U+0077
ŋw$	ŋ w	N W	Tarifiyt Berber	3	əŋw;əŋw;ssəŋw	U+014B U+0077 U+0024
řh	r h	R H	Tarifiyt Berber	1	asəřham	U+0159 U+0068
řs	r s	R S	Tarifiyt Berber	1	ssəřsəq	U+0159 U+0073
^řs	r s	R S	Tarifiyt Berber	1	řsəħ	U+005E U+0159 U+0073
rs’	r sˤ	R S		1	murs’u	U+0072 U+0073 U+2019
řw	r w	R W	Tarifiyt Berber	2	ařwəs;ŧařwəsŧ	U+0159 U+0077
^řw	r w	R W	Tarifiyt Berber	5	řwašun;řwəđ’wađ’;řwəs’ŧ;řwəqŧ;řwazia	U+005E U+0159 U+0077
^žh	ʒ h	S H	Tarifiyt Berber	2	žhəđ;žhəđ	U+005E U+017E U+0068
çs	ɕ s	S S	Tarifiyt Berber	5	açsum;ŧəçsi_aʕəddis;ŧəçsi_aʕəddis;ŧasəçsuŧ;açsum	U+00E7 U+0073
^çs	ɕ s	S S	Tarifiyt Berber	2	çsi;çsi	U+005E U+00E7 U+0073
zw	z w	S W	Tarifiyt Berber	4	ŧizizwa;aməzwaru;ŧazwišŧ;awəzwiz	U+007A U+0077
šw	ʃ w	S W	Tarifiyt Berber	1	šway_šway	U+0161 U+0077
^šw	ʃ w	S W	Tarifiyt Berber	4	šwa;šway_šway;šwi;šwarti	U+005E U+0161 U+0077
^tw	t w	T W	Tarifiyt Berber	1	twasləm	U+005E U+0074 U+0077
ws$	w s	W S	Tarifiyt Berber	2	řqəws;řqəws	U+0077 U+0073 U+0024
